Date,Time,AGP,AIRLINK,ATRL,CHCC,COLG,DCR,DGKC,EFERT,ENGROH,FATIMA,FCCL,FFC,HCAR,HUBC,ILP,INDU,KAPCO,LCI,LUCK,MARI,MLCF,NESTLE,NETSOL,NRL,OGDC,POL,PPL,PRL,PSO,SAZEW,SEARL,SNGP,SSGC,SYS,KSE100,KMI30
2026-08-31,09:00,169.2,133.41,1104.08,303.32,1216.3,41.3,212.74,182.61,265.85,156.7,56.34,550.03,238.08,210.76,104.68,1949.08,27.5,223.94,442.05,664.7,101.43,7520.99,123.58,501.89,325.2,739.4,237.08,94.93,361.14,1868.42,88.52,100.97,27.44,130.82,177696.5,251798.59
2026-08-31,10:00,168.99,132.65,1125.0,304.85,1220.0,41.2,210.88,182.45,263.99,155.5,56.1,548.11,237.11,210.2,108.48,1936.22,27.6,223.1,441.33,665.0,99.99,7472.0,124.55,515.85,323.99,740.9,236.52,97.2,358.0,1853.0,88.0,101.02,27.32,130.5,177064.67,250795.92
2026-08-31,11:00,169.0,132.0,1182.0,305.9,1218.0,40.9,210.8,183.19,264.3,155.0,56.0,549.25,248.5,210.4,106.96,1939.0,27.67,222.95,440.52,665.95,100.15,7485.0,126.89,526.79,325.38,738.0,236.45,99.75,359.4,1855.0,87.85,101.25,27.55,129.49,177456.04,251679.26
2026-08-31,12:00,167.99,133.18,1180.0,307.99,1218.0,41.29,212.69,182.5,264.0,157.0,56.0,552.0,246.05,210.52,108.01,1931.0,27.64,223.98,442.1,666.75,100.3,7519.8,126.76,534.0,328.6,739.01,238.75,101.6,367.5,1875.01,87.82,101.66,27.7,129.8,178039.75,252891.55
2026-08-31,13:00,167.5,136.32,1152.25,307.02,1215.0,40.8,211.76,182.5,264.0,156.31,55.83,552.99,245.5,211.01,107.55,1929.7,27.62,224.94,440.0,666.9,100.12,7519.7,131.0,526.01,328.98,738.0,238.5,100.15,364.2,1890.0,87.98,101.69,27.6,128.92,177864.62,252618.21
2026-08-31,14:00,167.0,134.95,1153.1,306.0,1214.2,40.44,210.0,182.7,264.0,156.3,55.74,553.5,245.6,209.5,108.0,1930.0,27.5,223.0,438.0,663.5,99.8,7518.95,130.48,522.99,327.25,733.49,234.79,100.4,362.0,1882.87,87.5,101.0,27.58,127.55,177275.34,251468.46
2026-08-31,15:00,165.0,134.6,1188.45,305.0,1218.0,40.49,210.0,182.9,264.99,156.4,55.5,553.3,247.49,209.9,108.99,1930.0,27.42,222.5,437.98,661.0,99.6,7600.0,127.26,545.1,327.51,735.0,235.0,104.42,363.73,1884.0,87.0,101.26,27.6,127.27,177304.59,251952.3
2026-08-31,16:00,163.46,133.98,1197.49,302.27,1198.02,40.18,209.58,181.35,264.86,155.01,55.31,552.7,247.11,209.67,108.67,1928.89,27.47,220.5,437.33,663.26,99.58,7473.54,126.55,549.83,328.7,734.56,234.5,104.42,363.84,1883.76,86.76,101.86,27.66,124.54,176975.67,251656.83
2026-08-31,22:36,163.46,133.98,1197.49,302.27,1198.02,40.18,209.58,181.35,264.86,155.01,55.31,552.7,247.11,209.67,108.67,1928.89,27.47,220.5,437.33,663.26,99.58,7473.54,126.55,549.83,328.7,734.56,234.5,104.42,363.84,1883.76,86.76,101.86,27.66,124.54,176975.67,251656.83
2026-09-01,09:00,163.46,133.98,1197.49,302.27,1198.02,40.18,209.58,181.35,264.86,155.01,55.31,552.7,247.11,209.67,108.67,1928.89,27.47,220.5,437.33,663.26,99.58,7473.54,126.55,549.83,328.7,734.56,234.5,104.42,363.84,1883.76,86.76,101.86,27.66,124.54,176975.67,251656.83
