Date,Time,AGP,AIRLINK,ATRL,CHCC,COLG,DCR,DGKC,EFERT,ENGROH,FATIMA,FCCL,FFC,HCAR,HUBC,ILP,INDU,KAPCO,LCI,LUCK,MARI,MLCF,NESTLE,NETSOL,NRL,OGDC,POL,PPL,PRL,PSO,SAZEW,SEARL,SNGP,SSGC,SYS,KSE100,KMI30
2026-08-17,09:00,188.41,135.69,1037.57,329.81,1230.0,38.97,215.81,184.98,274.19,165.18,57.55,557.16,239.35,212.96,102.98,1959.42,28.23,225.31,446.61,678.18,101.93,7560.28,122.99,499.74,318.48,716.34,230.62,76.73,350.66,1863.1,90.19,102.23,27.1,131.82,180104.61,252988.26
2026-08-17,10:00,189.85,136.0,1061.0,331.88,1239.75,38.63,216.29,186.45,275.11,165.9,57.47,557.25,241.05,212.29,104.2,1970.15,28.24,225.72,447.11,678.2,101.78,7560.0,122.8,508.5,319.02,719.2,232.0,82.55,353.4,1841.01,90.3,101.6,27.11,132.9,180470.88,253787.58
2026-08-17,11:00,188.9,135.9,1074.0,332.5,1235.95,38.98,215.91,185.65,275.5,166.0,57.49,557.57,241.15,212.61,105.0,1969.0,28.25,225.51,447.12,676.0,102.1,7574.0,122.5,523.08,319.75,718.0,233.3,83.5,353.2,1847.0,90.3,101.8,27.17,132.0,180561.78,253892.04
2026-08-17,12:00,189.1,135.05,1088.7,330.31,1239.94,39.0,215.49,185.35,275.15,166.21,57.46,556.99,241.03,212.19,105.0,1969.0,28.15,224.51,446.5,679.5,102.15,7550.0,122.25,543.9,319.4,719.15,232.71,84.4,356.01,1845.0,90.37,101.3,27.08,132.0,180605.14,253998.83
2026-08-17,13:00,189.0,135.22,1129.0,332.5,1233.0,39.06,215.48,185.5,275.98,165.8,57.35,557.11,240.7,212.51,104.62,1968.4,28.15,225.0,446.51,681.0,102.1,7549.5,122.25,542.5,319.5,720.0,233.5,84.4,357.03,1838.99,90.3,101.49,27.1,130.96,180641.95,254286.14
2026-08-17,14:00,188.47,136.15,1129.0,332.89,1229.01,39.08,215.0,185.35,275.5,166.39,57.3,557.0,240.37,212.8,104.99,1968.0,28.1,224.99,446.2,679.05,101.94,7540.5,121.57,536.0,318.5,718.5,232.51,84.4,357.5,1838.0,90.2,101.35,27.12,130.99,180452.5,254002.84
2026-08-17,15:00,187.78,135.66,1123.0,333.0,1234.98,39.0,215.46,186.15,275.02,165.99,57.35,557.0,240.0,212.45,104.5,1969.0,28.2,222.55,445.34,680.36,102.01,7540.5,122.0,535.98,322.0,721.0,237.8,84.4,378.5,1815.5,90.2,105.52,28.27,130.9,180928.62,255061.66
2026-08-17,16:00,186.46,135.86,1125.99,327.01,1234.93,38.88,214.25,186.07,274.55,164.89,56.88,552.96,238.58,211.85,103.76,1968.81,28.08,222.73,443.37,679.56,101.87,7540.65,121.97,533.29,321.3,721.7,239.04,84.4,382.02,1817.54,90.03,105.71,28.5,130.28,180502.44,254618.01
2026-08-18,09:00,186.46,135.86,1125.99,327.01,1234.93,38.88,214.25,186.07,274.55,164.89,56.88,552.96,238.58,211.85,103.76,1968.81,28.08,222.73,443.37,679.56,101.87,7540.65,121.97,533.29,321.3,721.7,239.04,84.4,382.02,1817.54,90.03,105.71,28.5,130.28,180502.44,254618.01
2026-08-18,10:00,184.1,135.02,1155.0,326.02,1233.0,38.9,212.55,184.98,273.75,163.5,56.35,551.0,238.9,210.94,103.69,1969.99,28.05,223.5,440.98,676.0,100.4,7538.0,122.5,537.92,318.7,719.51,235.85,89.8,387.02,1799.99,89.93,104.75,28.42,130.95,179693.91,253629.12
2026-08-18,11:00,184.49,134.8,1174.0,324.0,1237.0,38.9,213.2,185.25,272.8,163.77,56.55,552.5,238.9,210.5,103.34,1980.0,28.0,223.89,440.0,674.7,100.84,7520.0,122.0,537.9,318.97,719.5,236.15,87.9,386.3,1795.0,89.82,107.51,29.31,130.9,179997.76,254003.11
2026-08-18,12:00,185.0,135.0,1173.0,323.0,1236.0,38.95,214.5,185.99,272.69,163.45,56.58,552.0,238.5,210.93,103.5,1980.0,28.0,224.4,442.9,675.39,101.2,7538.95,122.0,536.0,319.28,720.99,238.51,87.71,387.8,1799.0,91.6,106.78,29.12,130.5,180438.92,254530.95
2026-08-18,13:00,183.99,134.2,1134.9,320.0,1230.02,38.95,211.93,184.51,271.01,161.5,55.86,547.59,237.89,208.11,102.0,1970.0,27.98,223.07,439.1,668.51,99.57,7506.01,121.59,524.0,315.9,717.0,234.75,84.35,376.06,1790.1,90.15,104.5,28.99,130.1,178594.21,251333.42
2026-08-18,14:00,181.5,134.51,1134.15,322.8,1235.49,38.9,212.0,184.65,272.0,162.8,55.89,549.31,236.8,209.5,102.0,1969.98,28.0,223.11,440.5,670.65,99.77,7526.98,120.9,523.9,316.5,718.66,234.3,86.18,378.12,1788.88,90.22,104.92,28.95,129.7,178905.49,252084.07
